150 8649
13 129 6
109 23 6
74 90 8
53 65 9
117 20 1
125 71 7
78 109 4
55 4 5
42 78 4
40 53 4
43 135 1
107 53 6
19 129 8
9 67 7
77 8 1
126 48 2
78 129 4
46 60 7
97 146 8
144 37 8
50 73 8
147 99 5
83 67 7
126 4 4
132 149 9
71 67 6
48 128 9
93 65 6
72 3 5
1 95 3
12 65 4
52 148 2
118 126 8
66 38 1
119 110 7
116 35 3
146 109 9
149 117 1
32 76 3
90 58 1
86 68 3
64 127 4
78 121 4
27 63 3
77 57 7
127 60 4
87 55 3
17 54 9
11 124 2
9 15 7
25 27 4
107 141 7
116 38 8
5 54 2
27 78 2
82 77 4
17 76 5
2 81 8
95 42 6
44 110 6
59 15 3
130 33 9
147 41 8
97 13 1
76 70 3
36 5 1
91 140 7
54 97 5
145 79 8
8 48 9
34 135 2
60 15 6
95 74 1
69 9 4
1 109 6
98 117 5
47 78 8
105 123 8
80 139 9
9 93 2
143 22 3
58 146 5
149 124 7
93 86 6
101 110 4
142 79 9
37 86 9
75 140 9
53 122 7
46 99 4
53 60 5
135 86 6
51 36 5
144 48 6
92 34 4
66 48 2
49 16 8
54 142 3
22 10 5
119 143 5
143 40 9
133 56 7
98 10 5
121 149 2
111 7 3
112 75 5
22 24 2
55 50 9
33 124 2
105 27 1
105 23 1
93 58 5
125 94 1
113 107 6
93 64 9
65 116 9
51 128 6
118 80 7
87 75 5
108 70 1
34 72 1
86 20 5
62 63 5
84 90 1
66 131 5
134 34 8
36 88 6
96 23 1
148 115 4
138 15 6
117 89 8
7 129 7
83 122 8
88 10 5
118 136 5
124 86 1
85 145 8
68 20 4
36 106 9
65 103 8
23 139 7
58 24 6
86 102 7
69 41 3
137 94 4
121 92 5
7 139 1
116 49 9
34 95 1
0 86 2
131 129 9
92 28 8
129 130 6
25 127 2
60 124 5
42 109 8
48 72 7
104 125 2
44 134 7
103 140 3
63 59 8
90 63 5
7 30 2
63 42 6
50 109 1
96 22 9
105 16 9
41 113 7
106 83 9
77 143 1
68 87 9
41 37 9
80 56 4
58 97 7
20 40 9
1 26 5
133 113 9
13 118 9
49 141 8
98 1 1
93 113 9
69 7 3
76 86 3
44 118 2
141 0 6
28 23 7
15 61 7
55 38 8
107 125 8
21 115 5
26 13 9
97 50 9
30 71 8
102 82 2
120 125 4
70 37 8
27 40 1
27 35 3
60 47 2
149 41 3
61 12 2
122 77 6
145 100 7
18 67 8
44 112 5
25 9 2
92 2 9
110 102 2
107 8 2
49 93 7
108 136 2
49 24 5
87 114 1
97 112 9
78 3 5
47 64 4
56 114 4
104 92 5
115 81 2
144 61 3
146 8 5
94 127 5
40 107 7
89 20 9
123 113 7
62 24 9
93 31 9
114 95 9
55 51 5
46 68 7
10 50 6
44 84 6
126 42 8
148 94 8
29 126 9
100 117 5
96 85 1
39 3 7
13 145 6
2 95 4
118 139 1
14 80 4
34 83 8
137 104 5
83 111 5
129 74 1
81 117 7
98 67 4
74 130 1
53 124 9
97 52 4
5 60 2
41 97 5
33 53 7
136 111 6
57 0 2
75 73 9
115 69 7
3 31 7
25 61 5
56 101 4
46 23 3
56 90 6
8 28 5
135 73 8
91 111 9
109 25 7
55 80 6
96 64 1
106 107 5
11 89 8
38 92 6
29 86 7
4 73 3
126 63 3
136 90 7
33 142 9
27 30 1
45 50 4
135 68 6
96 69 5
26 2 1
99 81 7
94 32 3
89 30 6
0 36 4
142 98 7
110 89 4
23 137 4
102 121 1
20 48 7
10 108 8
101 41 5
42 28 7
133 1 8
6 128 5
42 48 9
11 97 7
27 49 3
83 138 5
31 75 2
57 62 4
117 23 3
22 100 5
64 25 2
9 61 4
127 22 6
46 9 1
100 17 7
129 29 6
93 76 9
86 23 7
39 17 8
6 57 3
40 80 8
104 45 4
47 2 4
43 134 4
111 46 1
131 97 9
98 56 3
115 18 3
62 29 7
133 8 4
82 49 3
20 106 3
85 114 5
17 89 3
38 73 6
21 62 7
80 86 7
123 88 3
6 140 7
39 15 6
2 72 7
137 53 5
5 132 6
58 134 8
29 56 7
7 125 8
12 74 6
52 143 2
44 128 4
94 37 6
89 142 6
110 4 9
126 66 4
46 118 4
9 143 9
82 65 6
91 4 7
16 127 3
131 41 4
104 122 6
141 18 2
127 78 5
15 54 1
10 9 2
80 13 4
7 68 8
140 74 5
44 87 4
6 91 5
32 78 2
83 118 4
93 47 3
111 69 6
31 79 2
92 22 5
44 29 7
72 135 2
110 128 5
80 122 8
44 13 6
31 142 6
63 34 8
41 122 8
134 123 7
51 113 1
108 2 1
127 2 8
26 74 9
93 34 5
10 38 9
121 21 1
144 58 8
102 40 8
13 132 8
95 145 8
141 38 9
94 50 9
27 127 2
138 72 1
49 132 3
11 9 1
135 148 1
112 55 4
49 29 2
96 84 2
1 41 9
145 106 9
80 51 7
5 79 8
17 49 6
24 125 6
112 8 9
71 123 4
149 56 7
129 91 5
22 80 5
35 72 5
34 57 8
143 62 5
14 30 4
124 128 8
87 6 7
58 110 2
112 4 6
6 22 7
135 61 1
31 24 4
141 117 2
16 78 5
40 65 2
22 136 1
7 115 5
50 48 2
127 44 4
91 118 3
133 12 5
84 52 1
6 77 3
112 26 2
93 131 6
91 112 8
55 95 8
59 69 3
18 20 5
86 139 1
50 132 4
9 149 4
55 135 5
4 2 3
12 146 9
113 10 4
78 4 7
95 143 5
76 0 4
55 15 4
19 130 2
101 1 8
18 45 2
9 60 5
125 84 3
28 67 2
145 74 7
103 73 9
16 2 4
89 27 9
148 133 8
71 20 7
91 35 7
130 57 4
145 139 7
68 73 2
109 144 7
73 35 6
113 111 9
108 84 5
69 132 1
29 69 1
63 110 1
28 40 6
18 98 6
116 148 4
83 30 1
108 112 8
124 120 9
33 26 6
109 142 7
106 70 2
92 96 5
140 118 4
71 118 4
45 66 8
113 23 1
83 77 6
70 33 4
104 129 8
32 91 5
19 85 5
42 74 3
23 53 8
118 138 9
145 45 1
105 116 6
122 85 3
128 109 2
73 18 7
46 100 6
137 50 6
25 18 8
124 123 9
3 76 5
48 12 6
135 145 7
28 46 2
61 76 1
148 121 9
36 101 2
24 33 1
117 22 1
143 69 9
137 55 6
132 84 6
132 130 9
48 27 1
61 38 3
29 88 2
53 86 1
120 128 7
6 35 2
56 8 2
94 100 3
68 100 6
23 70 3
17 13 6
51 32 6
89 124 2
26 0 6
62 86 8
104 17 9
143 46 6
67 115 9
55 81 6
9 13 2
131 87 1
93 43 9
104 1 8
93 38 7
28 34 5
17 24 5
137 100 4
130 58 5
121 1 2
5 104 6
39 36 8
69 116 3
41 135 8
78 40 5
38 35 2
104 111 3
58 19 7
85 61 5
67 39 4
6 135 5
111 47 7
118 36 7
136 112 2
82 28 8
53 51 7
42 112 7
42 10 3
69 0 4
91 131 9
57 26 2
78 50 7
80 124 1
61 136 7
66 47 5
24 29 5
145 69 7
99 57 3
60 69 4
78 88 1
134 20 9
19 115 5
136 126 1
87 149 6
140 114 6
127 117 1
114 115 5
110 136 2
13 103 4
130 110 7
103 11 4
134 120 8
15 38 2
90 77 9
50 138 9
14 124 7
119 1 2
84 16 3
120 56 9
134 121 7
43 80 1
90 34 2
148 74 1
62 1 5
23 121 2
139 88 6
147 120 7
79 50 2
89 108 3
130 12 2
36 20 9
117 58 2
35 113 8
68 99 1
53 28 9
57 144 8
2 40 5
115 84 5
82 67 8
137 61 6
40 67 4
84 45 8
1 136 8
137 83 9
113 68 8
73 22 3
93 52 5
32 83 4
33 8 3
3 85 1
52 135 4
89 34 6
140 21 1
136 145 2
137 110 2
79 140 8
145 146 9
122 96 4
67 126 5
106 59 9
55 73 7
20 64 6
138 97 4
20 130 9
9 50 8
37 29 8
105 45 3
112 68 7
141 119 7
70 121 7
40 21 6
89 85 2
73 93 4
82 20 9
27 95 1
44 114 3
102 15 9
138 8 4
38 24 5
20 83 6
39 16 8
96 32 1
50 22 6
32 138 6
4 11 7
106 80 5
77 23 9
40 95 1
10 104 1
38 76 1
131 71 9
11 43 4
53 136 8
9 106 8
119 68 9
66 58 6
124 32 5
139 63 6
149 32 8
30 109 5
90 127 7
116 57 7
7 60 4
130 124 8
114 32 7
108 76 3
90 75 3
8 92 5
73 137 3
22 39 1
126 104 9
46 36 5
42 116 1
96 0 6
34 110 5
96 72 9
104 116 9
23 100 2
5 133 3
51 93 2
129 145 8
119 61 6
2 41 4
48 36 5
41 60 8
109 149 2
7 119 8
124 8 5
135 82 3
88 130 4
85 70 5
82 22 3
25 67 1
68 76 2
58 56 1
108 100 2
36 61 8
11 102 8
61 97 8
93 108 3
36 148 4
114 122 5
61 21 1
114 76 6
82 115 1
51 87 8
83 93 1
70 80 9
109 27 6
34 86 3
125 48 1
35 68 4
95 10 2
88 129 9
136 4 5
95 98 1
6 39 8
59 139 8
48 109 9
26 82 9
38 136 2
143 93 7
135 79 9
149 33 1
40 64 1
101 85 1
145 51 9
62 59 2
61 22 9
2 70 3
146 133 8
109 4 4
95 120 2
72 73 5
54 13 4
126 57 4
86 21 1
101 97 7
80 73 8
35 52 8
71 74 2
108 109 3
121 112 6
124 138 1
138 147 9
27 36 9
137 63 2
89 103 9
81 140 6
124 63 1
89 147 9
9 49 3
142 11 9
87 145 2
97 106 5
75 93 1
34 69 6
137 97 7
32 93 2
111 4 5
141 6 7
109 135 3
141 30 3
68 45 3
143 25 9
7 48 2
145 14 5
133 81 8
85 39 8
98 28 9
6 137 7
137 90 1
53 18 1
82 7 2
7 94 2
28 128 8
112 31 6
128 102 4
81 88 6
50 116 7
115 8 5
135 102 3
94 92 6
61 27 8
71 36 4
57 39 4
86 43 2
30 6 7
76 43 7
47 140 6
22 25 3
19 48 6
11 109 7
131 17 7
125 57 9
141 129 3
64 9 9
14 39 9
47 45 6
45 57 7
1 66 9
57 16 1
108 99 9
146 129 3
135 44 8
0 149 3
104 30 6
102 111 6
39 120 9
49 86 4
27 134 3
144 98 7
21 106 7
127 95 1
149 28 5
100 39 5
19 112 1
74 57 4
85 28 7
84 95 7
42 124 7
89 31 9
19 145 5
83 119 9
55 65 9
146 130 2
123 111 3
105 36 6
59 142 4
104 48 3
55 102 4
72 37 4
136 129 7
24 12 1
62 90 1
126 135 4
133 120 8
139 29 9
56 41 8
66 133 6
145 7 6
74 94 9
64 10 6
116 34 7
113 101 6
63 32 5
146 11 2
32 86 4
14 83 5
116 138 9
22 23 8
54 139 2
30 123 6
18 144 1
109 18 2
116 52 1
71 59 8
111 53 6
113 42 7
104 78 6
10 111 9
134 21 4
115 54 3
127 80 7
79 104 9
97 5 1
112 79 8
2 123 5
97 53 9
82 33 4
35 18 4
22 142 5
49 33 6
78 120 2
6 40 7
60 39 3
44 97 7
143 101 3
95 148 9
96 80 4
113 0 1
45 24 5
59 141 6
62 82 8
126 114 8
14 38 9
45 138 4
57 82 3
119 113 4
93 141 5
110 148 4
58 4 5
70 118 4
60 135 5
135 121 5
34 2 7
138 46 4
65 7 9
69 106 3
124 99 7
7 1 7
84 62 4
120 91 2
29 104 1
122 126 1
33 112 4
96 142 8
71 17 9
135 99 9
118 12 6
16 109 1
15 127 7
35 110 5
76 25 1
113 9 3
138 36 9
95 134 9
76 29 8
117 15 8
54 4 4
92 36 4
102 36 1
85 46 9
85 106 5
6 103 5
93 79 9
87 79 7
106 51 9
97 103 3
79 1 3
43 19 8
137 0 9
88 137 3
146 96 2
9 91 3
112 32 5
43 79 2
4 12 5
97 25 5
51 131 7
0 125 9
123 145 6
124 34 5
118 82 1
91 33 7
89 66 9
63 109 6
123 85 3
147 107 4
63 23 8
10 92 9
19 36 7
148 101 3
130 83 4
23 57 6
48 113 5
110 67 2
13 110 4
41 18 7
32 38 2
93 6 8
126 27 4
16 145 3
73 131 3
42 66 2
78 149 6
78 21 3
75 99 4
149 34 8
48 38 6
64 104 8
12 143 6
128 73 8
31 46 2
118 41 5
1 12 4
15 108 9
122 2 9
129 48 6
11 115 1
85 117 2
17 114 8
14 33 8
99 51 7
127 43 2
91 123 9
19 76 7
68 43 9
100 8 8
55 103 9
36 38 4
6 0 5
132 52 1
141 78 2
110 5 6
47 13 8
48 73 2
30 78 4
82 2 4
62 5 1
60 130 1
122 18 1
99 8 1
16 77 7
94 122 5
123 81 8
89 102 5
70 131 3
30 112 6
51 6 8
104 4 5
111 24 1
0 74 5
5 58 7
31 22 2
123 146 4
61 64 3
63 44 2
127 112 8
6 21 5
78 84 1
93 96 7
68 79 9
136 101 6
62 139 7
108 128 3
138 57 6
11 51 1
16 28 2
64 120 2
25 103 4
26 81 5
49 23 3
30 99 6
115 121 7
62 88 2
143 104 5
129 15 6
87 39 4
82 35 2
135 11 3
92 16 3
14 137 9
19 8 6
79 110 6
132 91 8
103 120 2
27 70 8
88 128 2
88 93 3
79 120 1
131 31 8
9 26 8
118 63 1
21 102 7
123 80 8
121 80 1
114 70 1
88 48 1
21 54 3
128 115 4
17 19 7
48 17 5
78 138 2
35 14 3
8 103 2
91 46 9
111 141 6
103 133 3
121 131 3
16 135 4
6 43 5
117 40 9
97 30 5
119 129 5
55 116 9
113 58 3
73 140 7
10 103 2
17 124 7
43 23 6
142 69 7
49 118 7
141 80 8
134 56 2
105 25 6
25 1 2
85 73 6
41 125 6
140 52 7
101 74 8
56 97 1
33 95 8
43 10 1
147 25 2
112 110 9
61 52 7
20 107 1
15 133 2
52 145 7
28 135 7
5 73 3
130 133 3
93 98 9
29 34 4
106 63 1
3 86 1
67 95 6
58 14 1
111 117 8
3 149 5
12 135 9
51 123 1
50 42 2
95 146 7
121 43 1
133 79 4
42 8 9
82 145 4
31 66 1
100 122 3
38 124 9
95 21 8
87 7 3
116 129 4
27 39 7
95 138 8
137 34 5
86 143 4
148 117 9
144 118 2
64 69 3
91 36 8
38 110 9
112 144 2
76 99 9
93 112 9
83 132 6
76 142 5
49 22 4
128 41 2
66 17 1
91 97 5
110 118 7
25 7 6
54 123 8
1 36 6
36 89 2
100 33 4
127 34 5
74 128 9
117 87 6
21 31 2
143 66 9
141 1 8
57 128 1
68 130 1
147 76 4
39 123 2
125 142 6
12 52 7
62 64 3
149 10 7
6 52 3
39 117 8
92 17 1
47 101 8
141 70 3
6 65 7
140 146 2
124 87 8
24 146 2
10 12 9
52 17 1
79 29 6
93 45 2
34 132 5
75 4 4
17 38 3
95 24 3
40 113 4
16 47 9
96 44 6
96 108 1
0 8 8
88 24 9
101 14 9
57 104 2
13 56 3
115 144 4
41 19 8
48 119 4
126 92 7
138 58 9
0 116 6
103 41 3
46 30 2
123 149 6
127 65 1
144 94 7
55 6 4
38 96 7
112 141 4
35 77 9
72 75 1
70 22 7
107 51 6
147 123 4
130 75 7
26 134 1
122 139 9
7 51 2
147 60 4
44 6 2
64 87 8
24 101 2
134 74 1
52 106 1
26 46 4
31 103 3
85 76 7
38 21 1
60 73 5
123 112 2
0 104 4
72 65 6
33 147 2
67 45 4
67 62 2
104 135 2
138 126 7
45 87 5
141 99 5
34 79 5
120 54 4
68 19 2
48 39 5
22 138 2
0 118 2
121 39 1
113 95 2
129 53 4
85 65 1
143 134 3
93 95 7
64 55 8
3 110 1
31 47 5
33 58 6
31 111 9
14 22 5
103 69 7
117 63 7
52 16 1
43 88 8
148 3 5
23 15 4
49 122 9
122 61 8
13 48 6
135 17 1
44 95 3
126 130 9
136 89 9
67 105 9
104 37 2
60 63 8
75 124 4
75 30 6
145 88 4
134 57 8
39 103 5
89 132 2
6 64 9
75 135 5
58 57 6
77 103 6
140 40 8
62 91 3
84 98 6
119 29 9
115 13 6
100 19 4
55 28 9
119 16 3
68 91 6
68 126 1
78 145 4
69 112 2
65 112 9
38 131 5
72 142 5
54 7 4
7 91 6
103 93 8
35 64 9
123 102 4
74 131 3
5 39 4
24 63 3
37 125 8
100 136 1
37 101 6
129 87 3
83 129 3
69 66 3
51 13 2
96 16 7
14 4 4
42 102 6
96 94 5
82 139 2
108 139 7
116 127 8
1 123 9
125 33 1
93 26 8
141 148 1
10 46 3
56 109 1
125 108 9
41 4 9
148 39 6
44 11 1
149 15 8
67 117 9
113 103 8
114 60 9
95 130 3
103 117 7
137 115 5
4 63 9
16 68 1
104 16 9
14 19 2
34 62 4
140 144 4
136 67 2
72 125 9
117 90 1
58 53 3
125 96 1
60 141 9
56 115 5
74 144 9
32 46 9
68 123 5
14 85 3
18 110 8
113 94 8
96 67 4
21 130 9
76 16 5
101 44 8
79 22 6
87 33 7
23 149 6
78 101 6
127 108 2
53 119 2
79 73 8
144 17 1
20 84 9
121 110 2
8 98 7
36 49 5
141 95 7
87 42 6
126 1 4
91 121 8
28 124 2
113 124 5
27 55 8
88 132 9
24 72 4
67 27 2
76 124 6
11 18 3
54 6 5
118 62 8
81 116 6
79 30 7
55 93 3
35 120 3
53 62 8
56 42 2
20 10 6
72 33 3
46 12 3
59 64 4
53 146 8
14 143 3
51 50 1
2 144 1
42 5 5
7 57 2
54 98 6
110 56 6
130 100 2
39 84 5
136 49 5
70 24 4
26 95 2
74 108 3
44 33 6
82 101 3
26 3 6
62 12 2
72 1 7
118 45 4
135 14 8
80 48 6
139 92 2
145 70 8
78 72 9
124 21 6
67 30 8
114 149 2
135 9 1
85 67 6
60 76 5
131 29 4
61 71 4
15 3 3
32 34 7
7 93 4
125 27 7
32 16 3
140 19 7
21 34 5
76 82 6
115 46 3
117 135 4
71 130 8
24 82 8
24 136 5
26 145 1
68 9 6
37 56 2
63 76 7
80 62 1
137 114 7
121 62 7
56 23 6
74 54 7
46 142 3
84 80 6
59 82 2
117 19 4
9 134 8
1 4 2
124 118 9
109 132 3
119 111 1
68 138 8
29 23 6
132 37 9
79 113 7
82 94 6
79 78 6
32 33 5
90 1 7
3 16 1
4 101 3
128 24 3
115 35 9
107 128 9
16 146 6
99 134 5
99 129 8
128 135 7
98 115 1
16 123 2
108 120 9
7 20 4
10 96 1
66 79 2
7 34 6
61 83 7
0 146 1
83 64 6
111 127 1
85 119 1
144 125 4
114 24 3
49 113 7
147 22 8
31 109 1
27 13 5
90 19 9
12 39 7
25 26 4
68 146 2
88 67 8
119 14 6
105 148 1
127 86 6
135 88 7
122 37 1
132 76 5
103 75 4
132 25 2
89 71 1
97 14 1
77 93 7
99 53 7
138 141 1
136 31 5
83 110 6
103 114 3
45 3 7
26 64 7
58 96 5
67 23 4
133 37 9
120 4 4
125 1 4
13 28 3
124 13 1
12 117 9
88 25 5
10 41 2
44 147 9
147 71 4
36 4 5
126 32 8
146 80 7
90 5 8
56 10 5
122 78 3
129 105 7
89 93 5
126 142 9
46 133 9
85 98 6
118 50 9
55 7 8
25 92 2
124 106 4
49 127 2
39 10 8
95 147 3
25 110 4
65 130 4
12 9 2
115 109 2
140 56 4
90 130 8
141 90 9
51 76 6
89 43 2
133 110 3
27 143 8
53 32 8
87 122 5
60 89 6
62 114 2
55 12 6
130 25 6
90 149 6
64 56 3
147 7 4
5 35 1
21 45 5
96 52 6
7 16 1
15 122 9
37 49 4
108 124 8
148 50 7
126 25 2
41 107 1
81 78 3
66 10 5
31 53 8
58 149 2
107 104 7
139 132 7
148 10 8
92 40 8
98 113 9
19 146 5
32 73 2
113 137 6
109 99 1
96 100 6
132 114 9
1 140 2
12 101 4
84 41 2
105 28 5
126 140 9
14 52 9
148 33 6
126 71 8
139 57 5
18 28 4
81 103 3
64 85 6
45 144 8
133 36 4
88 126 6
0 142 4
116 37 2
37 58 5
13 81 7
35 56 4
61 45 9
107 127 4
41 63 9
0 78 4
88 40 1
40 25 2
39 49 8
131 7 9
87 97 7
42 52 5
4 139 4
144 131 2
111 94 5
66 146 6
92 147 3
121 101 3
87 37 5
122 32 5
110 98 6
3 137 1
81 106 1
10 51 6
20 88 4
104 89 6
46 128 2
81 3 1
62 46 9
42 138 4
35 142 7
143 94 1
36 81 6
7 35 5
75 15 2
149 129 5
86 60 8
22 1 2
83 73 6
15 87 2
136 123 6
73 87 6
31 113 1
17 121 2
107 100 2
12 110 4
145 61 4
62 33 4
147 26 3
99 120 7
116 115 1
142 123 1
133 92 5
148 104 8
39 133 3
27 41 2
141 42 3
62 71 5
97 6 5
87 5 7
60 67 8
55 83 4
12 6 9
34 143 4
16 117 8
70 0 4
32 1 4
99 60 8
144 7 8
106 24 3
74 122 9
37 110 7
14 72 4
86 142 3
119 33 4
134 94 7
84 112 4
99 29 4
123 148 5
47 109 4
147 2 9
68 115 4
15 1 6
90 59 6
143 43 5
66 130 4
37 5 9
73 76 8
59 35 9
28 74 4
38 12 4
66 49 8
65 54 3
147 74 2
137 62 2
85 40 9
88 1 6
38 31 5
148 75 6
112 3 8
110 138 7
16 121 2
135 84 5
102 73 3
69 102 1
105 106 6
78 59 3
148 87 5
140 141 1
20 50 5
27 103 6
104 134 8
89 21 6
113 17 2
125 140 8
101 30 9
35 143 7
98 23 7
119 77 1
20 51 7
42 19 7
105 93 8
12 149 3
35 63 4
124 88 2
112 113 4
76 71 7
0 88 6
103 5 9
120 58 8
84 121 2
36 64 3
59 4 4
50 23 1
72 143 5
90 93 2
121 116 8
50 106 6
79 35 1
128 117 1
77 70 5
100 149 6
61 66 5
72 30 8
56 71 9
134 86 8
0 64 4
1 11 2
103 44 6
19 91 8
129 100 3
21 127 2
99 12 4
141 98 9
3 77 3
68 95 5
42 62 6
50 37 9
98 119 4
87 147 7
100 95 3
9 19 9
25 77 1
71 37 4
86 104 6
56 121 1
14 84 5
44 107 6
119 100 9
142 15 3
117 44 9
56 119 4
106 113 1
13 76 8
17 112 4
31 35 9
100 132 4
71 141 6
46 84 8
72 40 3
104 114 1
121 109 4
84 94 8
137 89 2
29 137 8
36 7 9
67 66 1
55 17 7
5 126 5
115 9 6
99 28 2
46 44 3
27 19 7
144 90 8
75 133 9
97 3 2
87 125 3
67 1 5
86 8 4
19 131 8
62 110 3
148 37 8
90 82 1
60 104 7
134 93 7
9 82 3
109 130 3
79 28 9
54 3 5
84 75 1
4 130 8
49 78 7
31 70 2
103 104 6
32 8 1
25 106 6
136 72 6
8 65 2
82 70 6
91 41 1
54 43 2
129 33 9
6 76 4
66 40 6
57 89 1
50 136 5
5 30 2
91 37 2
67 80 2
132 9 3
46 54 1
74 77 8
20 44 7
78 117 4
146 77 3
43 102 4
115 112 7
117 1 9
93 124 9
32 31 5
76 62 2
99 93 8
143 71 5
73 105 9
143 39 4
19 149 8
34 104 7
52 56 2
57 25 7
80 6 3
49 91 5
30 87 9
29 87 3
35 135 6
59 57 5
28 100 8
38 133 1
50 139 1
101 131 7
76 111 6
23 55 3
128 89 8
135 133 4
140 115 6
111 66 8
122 33 3
123 27 6
49 133 9
101 10 1
136 23 7
61 95 3
122 142 5
120 84 6
23 82 6
2 116 1
132 57 3
72 64 8
102 149 7
21 4 1
101 124 9
143 105 3
118 20 1
106 54 3
92 67 4
48 81 6
7 113 4
33 132 7
28 56 5
91 59 4
85 2 6
109 87 7
119 96 7
48 107 3
92 21 9
51 79 8
83 63 3
144 133 9
129 73 5
52 118 7
146 45 6
8 78 5
113 5 7
141 5 7
82 54 1
34 139 5
79 94 3
125 30 9
109 62 2
136 79 8
122 50 2
101 142 7
148 44 4
52 72 9
57 63 2
144 135 2
83 31 1
144 117 3
137 64 2
65 104 5
144 8 1
55 71 9
66 112 6
35 92 4
39 25 9
26 75 1
61 30 9
41 31 1
85 53 7
126 119 8
36 41 5
97 48 1
25 95 5
131 47 3
128 29 9
36 114 3
48 43 2
30 43 5
31 102 8
132 135 7
117 26 4
70 4 2
26 55 9
145 143 5
51 90 6
132 110 5
89 74 5
14 74 4
33 66 8
38 11 8
134 117 3
138 149 2
55 1 6
89 125 5
121 20 8
122 67 5
84 111 9
109 0 6
34 52 1
40 79 4
143 67 1
6 148 4
17 61 1
17 35 6
102 146 1
98 105 3
32 58 7
38 2 6
119 73 8
82 81 6
99 49 6
143 23 8
62 74 2
119 3 3
0 65 1
135 36 5
147 135 4
8 145 9
119 4 6
38 62 6
113 70 9
122 6 4
73 125 8
124 68 2
130 44 6
43 99 4
92 51 8
127 131 8
120 55 4
66 107 9
80 78 1
125 93 7
106 45 9
97 72 3
98 59 5
105 122 1
111 22 2
71 119 1
95 17 6
73 54 2
6 98 3
88 117 6
96 91 1
5 46 9
137 30 2
13 61 2
9 76 3
140 100 5
22 58 4
22 114 5
10 55 1
85 120 4
91 127 5
101 93 8
10 69 2
28 22 2
147 125 7
89 32 5
111 138 1
33 74 7
149 127 5
87 113 8
110 57 8
25 68 9
80 60 3
13 113 2
46 11 2
111 114 1
12 93 9
40 124 6
113 64 3
110 48 4
115 55 3
23 84 4
55 133 2
67 89 7
37 103 6
29 60 8
141 57 2
61 46 7
79 61 3
54 105 8
28 25 7
53 73 6
27 73 3
79 83 2
70 62 3
45 141 7
104 94 2
47 41 3
108 94 1
140 122 5
127 129 2
14 67 8
84 142 4
17 9 7
0 128 9
103 109 3
9 5 7
17 30 7
121 36 9
117 29 1
141 134 1
7 67 7
125 69 4
123 129 2
6 107 4
23 52 6
40 75 3
73 28 2
12 136 5
24 129 4
74 104 7
49 85 2
138 115 4
137 49 9
5 136 6
68 94 7
92 134 9
130 80 3
104 145 7
22 116 8
96 1 8
18 132 9
22 18 5
96 17 5
63 12 8
48 62 2
79 95 7
118 133 5
103 29 9
48 56 4
10 127 5
9 54 4
79 65 7
46 119 6
99 128 7
37 67 4
100 114 6
127 82 5
133 106 1
34 98 7
10 23 1
132 58 4
63 145 2
1 87 1
101 58 3
144 93 6
104 108 9
110 140 8
127 144 3
62 14 4
64 67 3
122 128 5
92 71 5
62 144 8
52 101 9
94 61 7
111 147 7
75 96 4
36 15 8
59 47 4
22 110 6
128 76 3
92 23 1
102 50 9
121 103 3
2 75 6
13 91 4
82 108 3
96 2 6
143 1 9
117 45 9
91 66 3
18 86 4
77 31 2
140 135 1
21 53 4
58 17 8
53 61 4
25 4 7
108 7 5
144 64 7
136 3 2
129 94 8
14 64 2
16 73 9
148 128 5
15 94 7
78 61 7
77 104 4
113 55 6
112 56 3
140 11 4
57 29 8
29 45 8
63 20 3
141 104 2
66 88 6
50 85 8
123 13 7
111 32 8
128 84 5
18 97 7
119 43 2
58 55 7
47 15 2
58 36 3
89 68 3
116 33 1
76 106 4
126 141 3
143 124 2
95 76 7
56 108 4
90 45 5
125 135 2
36 77 3
37 129 9
79 81 8
92 111 2
101 116 8
107 10 4
137 78 2
123 115 7
106 16 6
78 14 6
103 118 8
66 142 7
135 5 5
44 70 9
28 57 7
114 23 5
37 38 6
47 10 3
103 68 8
137 1 6
117 121 6
59 92 3
131 9 8
1 38 7
95 37 1
92 119 9
25 52 4
53 6 8
57 95 3
4 27 7
147 18 1
20 81 5
86 5 6
140 2 5
106 33 5
2 138 9
8 38 7
136 2 3
148 48 3
29 124 9
79 32 2
23 39 2
118 116 5
13 99 8
44 67 5
20 99 5
30 36 3
55 0 8
129 32 2
93 60 2
65 14 6
18 69 6
88 38 7
134 6 4
29 2 7
34 44 2
70 105 8
41 7 6
3 108 3
55 100 7
60 98 4
120 88 9
46 87 5
17 18 3
80 29 7
92 65 9
48 59 6
3 0 6
13 146 2
17 37 2
59 79 1
57 35 3
74 19 6
141 31 9
120 86 7
42 1 6
25 38 2
116 4 9
61 107 8
11 80 1
103 82 2
7 38 7
98 49 9
5 63 3
120 72 4
81 147 9
50 104 6
88 142 2
55 147 3
51 148 2
68 120 3
131 34 8
129 31 2
76 36 7
144 50 3
11 82 5
106 47 3
20 24 3
146 142 7
147 132 6
45 76 7
52 7 4
1 102 9
35 10 9
149 21 3
21 87 4
9 32 6
28 65 6
17 31 7
26 85 5
66 7 2
28 84 4
106 117 7
82 71 1
17 22 4
136 26 2
141 21 6
41 25 4
66 87 5
139 21 4
56 118 1
116 132 3
100 99 7
108 14 7
135 118 8
101 86 4
90 9 1
69 39 7
117 27 9
12 86 4
81 100 2
19 83 8
124 16 6
46 148 1
129 9 2
87 139 7
